"D","Quickset Road TL44_287","Redlands Hall TL44_014","Arkesden TL43_008","Field Farm TL54_011","Arkesden Village TL43_7","Bordeaux Farm TL54_018","Brick  Kiln Barns TL53_007","Woodside Quendon TL53_003","Mitchells Farm TL54_029","Elsenham Nurseries TL52_002","Abrams Lane TL44_019","The Oaks TL53_021","Hertford Lane TL44_288","Coploe Hill TL44_301","Building End TL43_054","Coploe Road TL44_286","Lower Pond Street TL43_058","comp"
1990-01-01,0.332366589327146,0.26126878130217,0.608860759493671,0.336817653890824,0.391824526420738,0.387832699619773,0.487378640776699,0.967930029154519,0.561797752808988,0.481818181818182,0.332417582417582,0.506493506493507,0.26090169992609,0.258575197889182,0.610009442870633,0.421717171717172,0.60531914893617,0.459607609697826
1990-02-01,0.490719257540603,0.549248747913189,0.763291139240506,0.520325203252032,0.548354935194416,0.627376425855512,0.706796116504855,0.976676384839651,0.685393258426965,0.534545454545456,1,0.667532467532467,0.429416112342942,0.411609498680739,0.835694050991502,0.588383838383838,0.772340425531915,0.653394312751564
1990-03-01,0.538863109048724,0.598080133555926,0.689873417721519,0.516840882694541,0.59222333000997,0.627376425855512,0.563106796116505,0.845481049562682,0.657303370786517,0.581818181818182,0.771978021978021,0.703896103896104,0.492239467849224,0.465699208443272,0.75070821529745,0.606060606060606,0.803191489361701,0.635572930003321
1990-04-01,0.553364269141531,0.547579298831386,0.531645569620253,0.435540069686411,0.493519441674975,0.574144486692014,0.442718446601941,0.67930029154519,0.685393258426965,0.59090909090909,0.564102564102564,0.657142857142857,0.514781966001478,0.432717678100264,0.692162417374882,0.547979797979798,0.787234042553192,0.572366796846164
1990-05-01,NA,0.487479131886477,NA,0.362369337979094,0.382851445663011,0.50190114068441,0.36504854368932,0.626822157434401,0.674157303370784,0.572727272727273,0.454212454212454,0.576623376623376,0.500369549150037,0.386543535620052,0.663833805476865,0.499999999999999,NA,0.503924218179825
1990-06-01,0.469257540603248,0.331385642737896,NA,0.262485481997677,0.298105682951147,0.384030418250949,0.285436893203883,0.536443148688049,0.685393258426965,0.532727272727273,0.293956043956043,0.475324675324677,0.411677753141168,0.281002638522428,0.594900849858356,0.611111111111111,0.677659574468085,0.44568112412306
1990-07-01,0.415893271461717,0.269616026711185,0.272151898734177,0.180023228803717,0.245264207377867,0.29277566539924,0.248543689320387,0.463556851311955,0.685393258426965,0.490909090909091,0.251831501831502,0.329870129870131,0.342572062084257,0.203166226912929,0.553352219074598,0.618686868686869,0.608510638297872,0.380712755012615
1990-08-01,0.343967517401392,0.204507512520868,0.215189873417722,0.156794425087108,0.205383848454636,0.1787072243346,0.180582524271845,0.434402332361515,0.685393258426965,0.621818181818182,0.209706959706959,0.303896103896104,0.285291943828529,0.16622691292876,0.493862134088763,0.227272727272727,0.572340425531916,0.322667288549917
1990-09-01,0.294663573085847,0.142320534223706,0.191139240506329,0.0929152148664344,0.169491525423729,0.136882129277566,0.172815533980583,0.379008746355685,0.713483146067413,0.430909090909091,0.176739926739926,0.275324675324676,0.219512195121951,0.116094986807388,0.452313503305005,0.169191919191919,0.508510638297872,0.273018622322654
1990-10-01,0.340487238979118,NA,0.224050632911393,0.0754936120789777,0.163509471585244,0.106463878326997,0.141747572815533,NA,0.685393258426965,0.392727272727274,0.144688644688645,0.249350649350649,0.175166297117517,0.0923482849604225,0.42681775259679,0.212121212121211,0.464893617021277,0.259683959713868
1990-11-01,0.233178654292343,0.0872287145242071,0.208860759493671,0.046457607433217,0.17048853439681,0.0532319391634983,0.0873786407766982,0.259475218658893,0.51685393258427,0.336363636363637,0.124542124542124,0.212987012987013,0.146341463414634,0.0686015831134568,0.383380547686497,0.194444444444445,0.452127659574468,0.210702498438228
1990-12-01,0.230278422273782,0.0730383973288815,0.168354430379747,0.05458768873403,0.128614157527418,0,0.0310679611650479,NA,0.404494382022471,0.305454545454546,0.083333333333333,0.200000000000001,0.120473022912047,0.0633245382585757,0.359773371104816,0.333333333333333,0.381914893617021,0.183627654840316
1991-01-01,0.161832946635731,0.0417362270450751,0.259493670886075,0.124274099883856,0.162512462612163,0.155893536121674,0.18252427184466,0.685131195335277,0.629213483146066,0.327272727272728,0.0778388278388273,0.233766233766233,0.101256467110126,0.076517150395779,0.322001888574127,0.164141414141414,0.363829787234043,0.239366846461403
1991-02-01,0.189675174013921,0.0609348914858097,0.455696202531645,0.171893147502904,0.18444666001994,0.140684410646387,0.287378640776699,0.798833819241983,0.387640449438201,0.316363636363637,0.0989010989010987,0.288311688311688,0.112712490761271,0.118733509234829,0.326723323890463,0.255050505050504,0.372340425531915,0.268607063158994
1991-03-01,0.19953596287703,0.095993322203673,0.483544303797469,0.238095238095238,0.323030907278166,0.224334600760457,0.322330097087378,0.84256559766764,0.544943820224718,0.345454545454546,0.0787545787545787,0.350649350649351,0.138211382113821,0.16754617414248,0.350330500472144,0.313131313131314,0.408510638297872,0.319233078412228
1991-04-01,0.22737819025522,0.114774624373957,0.310126582278481,0.222996515679442,0.346959122632104,0.254752851711027,0.219417475728155,0.638483965014578,0.51685393258427,0.33818181818182,0.227106227106226,0.350649350649351,0.167036215816704,0.187335092348285,0.336166194523135,0.323232323232323,0.409574468085107,0.305354408835305
1991-05-01,0.236078886310905,0.161519198664441,0.240506329113924,0.255516840882694,0.256231306081755,0.254752851711027,0,0.682215743440236,0.449438202247189,0.323636363636363,0.206959706959706,0.327272727272728,0.179970436067997,0.186015831134565,0.319169027384326,0.318181818181818,0.389361702127659,0.281578057130431
1991-06-01,0.232598607888631,0.158597662771286,0.218987341772152,0.249709639953542,0.187437686939182,0.209125475285173,0.190291262135922,0.661807580174927,0.51685393258427,0.309090909090909,0.195054945054945,0.298701298701298,0.181818181818182,0.171503957783642,0.31728045325779,0.305555555555556,0.374468085106384,0.281110739757282
1991-07-01,0.223897911832947,0.130634390651085,0.196202531645569,0.224157955865273,0.166500498504486,0.159695817490495,0.180582524271845,0.638483965014578,0.505617977528089,0.281818181818183,0.156593406593406,0.238961038961039,0.177014042867702,0.138522427440634,0.269121813031162,0,0.329787234042554,0.236328924562297
1991-08-01,NA,0.125208681135225,0.126582278481013,0.232288037166086,0.117647058823529,0.140684410646387,0.170873786407766,0.626822157434401,0.415730337078653,0.272727272727272,0.138278388278387,0.225974025974027,0.168883961566888,0.506596306068602,0.282341831916903,0.219696969696969,0.307446808510638,0.254861394494547
1991-09-01,NA,0.0671953255425709,0.10253164556962,0.16260162601626,0.0887337986041875,0.133079847908746,0.151456310679611,0.335276967930027,0.404494382022471,NA,0.117216117216117,0.174025974025974,0.124538063562454,NA,0.250236071765817,0.148989898989899,0.284042553191489,0.181744184501803
1991-10-01,0.112529002320185,0.0371452420701169,0.0683544303797467,0.132404181184669,0.0697906281156527,0.0836501901140679,0.151456310679611,0.186588921282799,0.494382022471911,0.229090909090909,0.0815018315018315,0.14025974025974,0.0968218773096823,0.0448548812664912,0.20491029272899,0.103535353535354,0.232978723404256,0.145309090453883
1991-11-01,0.0916473317865428,0.0175292153589316,0.0645569620253162,0.132404181184669,0.0747756729810569,0.110266159695817,0.151456310679611,0.201166180758017,0.449438202247189,0.198181818181818,0.0622710622710616,0.137662337662338,0.0661492978566151,0.036939313984169,0.18791312559018,0.103535353535354,0.209574468085107,0.135027470228458
1991-12-01,0.0672853828306262,0.00709515859766284,0.0468354430379743,0.153310104529617,0.0428713858424726,0.0646387832699626,0.151456310679611,0.142857142857142,0.292134831460672,0.172727272727272,0.0503663003663001,0.12987012987013,0.0458240946045825,0.0329815303430079,0.151085930122758,0.0984848484848486,0.170212765957447,0.107061024446005
1992-01-01,0.0632250580046402,0.0037562604340569,0.0974683544303801,0.191637630662021,0.0418743768693913,0.0798479087452474,0.151456310679611,0.288629737609329,0.286516853932583,0.158181818181818,0.0402930402930401,0.14025974025974,0.041759053954176,0.0527704485488134,0.142587346553353,0.141414141414141,0.162765957446809,0.122614355177597
1992-02-01,0.0568445475638049,0.00751252086811351,0.0582278481012659,0.205574912891986,0.0588235294117644,0.0722433460076036,0.151456310679611,0.24198250728863,0.331460674157301,0.145454545454546,0.0311355311355301,0.137662337662338,0.0365853658536586,0.0699208443271769,0.130311614730879,0.174242424242424,0.147872340425532,0.121018305929539
1992-03-01,0.0585846867749419,0.0137729549248747,0.0430379746835447,0.174216027874564,0.0428713858424726,0.0684410646387831,0.151456310679611,0.183673469387754,0.421348314606741,0.127272727272727,0.0265567765567758,0.124675324675326,0.041759053954176,0.076517150395779,0.12653446647781,0.186868686868687,0.13936170212766,0.118055769278955
1992-04-01,0.060904872389791,0.0233722871452422,0.235443037974683,0.18815331010453,0.238285144566301,0.133079847908746,0.151456310679611,0.626822157434401,0.348314606741571,0.127272727272727,0.0210622710622701,0.17922077922078,0.0517368810051739,0.0949868073878635,0.118035882908404,0.217171717171717,0.151063829787234,0.174493086515356
1992-05-01,0.0672853828306262,0.0438230383973291,0.125316455696203,0.175377468060395,0.180458624127617,0.136882129277566,0.151456310679611,0.533527696793004,0.325842696629212,0.123636363636364,0.0219780219780215,0.155844155844156,0.0613451589061347,0.0949868073878635,0.107648725212465,0.212121212121211,0.142553191489362,0.156475496415714
1992-06-01,0.0754060324825984,0.0525876460767946,0.0734177215189871,0.130081300813008,0.104685942173479,0.117870722433461,0.151456310679611,0.341107871720118,0.303370786516853,0.107272727272727,0.0183150183150173,0.11948051948052,0.0606060606060606,0.073878627968338,0.0963172804532587,0.169191919191919,0.126595744680851,0.124802484257859
1992-07-01,0.0562645011600927,0.0413188647746245,0.0379746835443034,0.0871080139372822,0.0548354935194414,0.0874524714828912,0.151456310679611,0.131195335276969,0.292134831460672,0.0945454545454552,0.01007326007326,0.101298701298701,0.0461936437546194,0.0329815303430079,0.0821529745042497,0.101010101010101,0.10531914893617,0.0890185482530265
1992-08-01,0.0388631090487236,0.018363939899833,0.151898734177215,0,0,0.0570342205323188,0.151456310679611,0,0.314606741573035,0.0709090909090911,0.00457875457875432,0.103896103896103,0.0306725794530675,0.0105540897097632,0.0689329556185084,0.070707070707071,0.0829787234042554,0.0691442602463147
1992-09-01,0.0261020881670531,0.00459098497495824,0.082278481012658,0.0708478513356561,0.0857427716849452,0.125475285171102,0.151456310679611,0.0524781341107851,0.252808988764042,0.0545454545454541,0,0.127272727272728,0.0203252032520327,0,0.0576015108593012,0.0505050505050503,0.0723404255319156,0.072610074580429
1992-10-01,0.0243619489559162,0,0.373417721518987,0.156794425087108,0.312063808574278,0.193916349809885,0.201941747572815,0.486880466472305,0.303370786516853,0.0727272727272726,0,0.212987012987013,0.0195861049519587,0.0343007915567289,0.0509915014164312,0.116161616161616,0.097872340425532,0.156316111454982
1992-11-01,0.0620649651972158,0.0254590984974958,0.554430379746835,0.274099883855981,0.388833499501496,0.285171102661597,0.363106796116504,0.938775510204083,0.219101123595506,0.272727272727272,0.0393772893772887,0.348051948051949,0.0558019216555804,0.133245382585753,0.102927289896129,0.305555555555556,0.186170212765957,0.267935248940717
1992-12-01,0.183294663573086,0.215776293823038,0.705063291139241,0.392566782810685,0.480558325024926,0.441064638783271,0.500970873786408,0.959183673469387,0.151685393258425,0.234545454545455,0.115384615384615,0.423376623376624,0.150406504065041,0.24802110817942,0.289896128423041,0.457070707070708,0.368085106382979,0.37158530488802
1993-01-01,0.305104408352668,0.357679465776294,0.753164556962025,0.535423925667828,0.543369890329013,0.585551330798478,0.497087378640776,0.953352769679301,0.325842696629212,0.350909090909091,0.407509157509156,0.519480519480519,0.266075388026608,0.368073878627969,0.400377714825308,0.588383838383838,0.498936170212765,0.485666010635932
1993-02-01,0.378190255220417,0.40567612687813,0.667088607594936,0.544715447154472,0.535393818544367,0.638783269961976,0.434951456310679,0.728862973760935,0.376404494382023,0.410909090909091,0.533882783882784,0.563636363636364,0.331485587583149,0.411609498680739,0.462700661000945,0.585858585858586,0.558510638297872,0.504038803509263
1993-03-01,0.400232018561485,0.412353923205342,0.568354430379746,0.501742160278746,0.466600199401795,0.585551330798478,0.335922330097087,0.670553935860059,0.342696629213483,0.427272727272728,0.501831501831501,0.545454545454546,0.367331855136733,0.403693931398417,0.450424929178471,0.563131313131312,0.569148936170213,0.477193923374714
1993-04-01,0.406032482598608,0.384390651085142,0.511392405063292,0.452961672473867,0.410767696909272,0.528517110266159,0.359223300970873,0.813411078717201,0.455056179775282,0.44,0.419413919413919,0.503896103896105,0.373614190687361,0.364116094986808,0.439093484419264,0.520202020202021,0.558510638297872,0.467094060574297
1993-05-01,0.412412993039443,0.367696160267112,0.473417721518986,0.440185830429733,0.382851445663011,0.494296577946769,0.314563106796116,0.644314868804664,0.488764044943818,0.445454545454545,0.416666666666666,0.485714285714287,0.372505543237251,0.340369393139842,0.461756373937677,0.494949494949495,0.573404255319149,0.44760725340168
1993-06-01,0.392111368909513,0.328464106844741,0.382278481012657,0.393728222996516,0.317048853439681,0.463878326996197,0.310679611650484,0.542274052478135,0.415730337078653,0.430909090909091,0.356227106227106,0.441558441558442,0.352180339985218,0.303430079155673,0.43342776203966,0.446969696969698,0.541489361702128,0.403081484703153
1993-07-01,0.367749419953596,0.28338898163606,0.330379746835443,0.360046457607433,0.274177467597208,0.418250950570342,0.258252427184466,0.451895043731779,0.438202247191012,0.412727272727274,0.292124542124542,0.407792207792208,0.322985957132299,0.266490765171504,0.40604343720491,0.396464646464646,0.506382978723405,0.364314973508713
1993-08-01,0.320185614849188,0.225375626043406,0.260759493670886,0.312427409988386,0.215353938185443,0.32319391634981,0.196116504854369,0.332361516034986,0.404494382022471,0.370909090909091,0.241758241758242,0.335064935064935,0.273835920177384,0.220316622691293,0.356940509915014,0.358585858585859,0.43936170212766,0.305120075484025
1993-09-01,0.287122969837587,0.186143572621035,0.218987341772152,0.293844367015099,0.176470588235294,0.269961977186312,0.178640776699028,0.265306122448979,0.432584269662919,0.354545454545454,0.206959706959706,0.283116883116884,0.242054693274206,0.189973614775726,0.334277620396601,0.318181818181818,0.398936170212766,0.272771055702445
1993-10-01,0.253480278422274,0.155258764607679,0.441772151898733,0.284552845528455,0.339980059820539,0.311787072243346,0.36504854368932,0.717201166180758,0.348314606741571,0.352727272727274,0.186813186813186,0.280519480519482,0.21359940872136,0.180738786279684,0.301227573182247,0.333333333333333,0.36063829787234,0.319234872269505
1993-11-01,0.28538283062645,0.313856427378965,0.451898734177216,0.476190476190476,0.38085742771685,0.437262357414448,0.361165048543689,0.819241982507291,0.393258426966289,0.390909090909091,0.379120879120879,0.412987012987014,0.257945306725795,0.335092348284961,0.318224740321058,0.479797979797979,0.391489361702128,0.404981201845328
1993-12-01,0.345127610208816,0.356010016694491,0.548101265822784,0.483159117305459,0.406779661016949,0.448669201520912,0.495145631067961,0.988338192419827,0.51685393258427,0.434545454545454,0.356227106227106,0.451948051948052,0.306356245380636,0.329815303430079,0.352219074598678,0.512626262626263,0.436170212765958,0.456946608244923
1994-01-01,0.490139211136891,0.640233722871453,0.803797468354429,0.781649245063879,0.628115653040878,0.737642585551329,0.667961165048543,0.976676384839651,0.415730337078653,0.530909090909091,0.69047619047619,0.644155844155845,0.487435328898744,0.492084432717678,0.593012275731822,0.72979797979798,0.629787234042553,0.643506126453859
1994-02-01,0.562645011600928,0.707429048414023,0.751898734177214,0.724738675958188,0.599202392821536,0.733840304182509,0.605825242718446,0.953352769679301,0.544943820224718,0.583636363636365,0.912087912087911,0.748051948051948,0.589061345158906,0.592348284960422,0.650613786591124,0.742424242424242,0.709574468085106,0.688922020633699
1994-03-01,0.616009280742459,0.646076794657763,0.668354430379747,0.636469221835075,0.569292123629113,0.661596958174905,0.56116504854369,0.862973760932945,0.533707865168537,0.620000000000001,0.746336996336995,0.727272727272728,0.608277900960828,0.543535620052771,0.648725212464589,0.674242424242425,0.742553191489362,0.65097585628729
1994-04-01,0.604988399071926,0.621035058430718,0.650632911392405,0.590011614401858,0.500498504486541,0.638783269961976,0.568932038834952,0.982507288629741,0.601123595505618,0.650909090909093,0.599816849816849,0.703896103896104,0.607538802660754,0.496042216358839,0.657223796033995,0.628787878787879,0.749999999999999,0.638395730539956
1994-05-01,0.594547563805104,0.587646076794658,0.581012658227848,0.549361207897793,0.495513459621136,0.612167300380227,0.487378640776699,0.70262390670554,0.634831460674158,0.674545454545456,0.543040293040292,0.672727272727273,0.5849963045085,0.472295514511874,0.629839471199245,0.593434343434344,0.742553191489362,0.597559654137618
1994-06-01,0.5707656612529,0.523789649415693,0.511392405063292,0.490127758420441,0.440677966101695,0.566539923954373,0.436893203883495,0.667638483965014,0.567415730337077,0.676363636363638,0.467032967032966,0.620779220779221,0.558758314855876,0.430079155672824,0.616619452313503,0.54040404040404,0.72659574468085,0.553639606735112
1994-07-01,0.515081206496519,0.463272120200334,0.39493670886076,0.37862950058072,0.354935194416749,0.456273764258556,0.328155339805825,0.591836734693879,0.623595505617977,0.650909090909093,0.377289377289376,0.509090909090909,0.494456762749446,0.344327176781002,0.574126534466477,0.42929292929293,0.671276595744681,0.479852085367955
1994-08-01,0.470417633410673,0.343071786310517,0.331645569620253,0.315911730545877,0.291126620139581,0.372623574144488,0.267961165048543,0.53935860058309,0.674157303370784,0.62909090909091,0.312271062271062,0.428571428571428,0.437546193643755,0.283641160949869,0.539187913125591,0.378787878787879,0.623404255319148,0.425810281466673
1994-09-01,0.410672853828306,0.268781302170284,0.284810126582278,0.281068524970964,0.244267198404785,0.304182509505705,0.227184466019416,NA,0.674157303370784,0.587272727272728,0.264652014652015,0.368831168831169,0.366223207686622,0.230870712401055,0.491029272898961,0.325757575757575,0.561702127659574,0.368216443250764
1994-10-01,0.353828306264501,0.214524207011686,0.246835443037975,0.262485481997677,0.211365902293121,0.266159695817491,0.231067961165048,NA,0.679775280898876,0.54909090909091,0.227106227106226,0.350649350649351,0.304138950480414,0.20580474934037,0.451369216241737,0.318181818181818,0.502127659574468,0.335906947446979
1994-11-01,0.317285382830626,0.215776293823038,0.291139240506329,0.301974448315912,0.253240279162513,0.338403041825095,0.304854368932039,0.720116618075803,0.573033707865166,0.525454545454545,0.218864468864469,0.361038961038961,0.277161862527716,0.215039577836412,0.441926345609066,0.351010101010101,0.479787234042553,0.363888616336491
1994-12-01,0.317285382830626,0.215776293823038,0.291139240506329,0.301974448315912,0.21036889332004,0.338403041825095,0.304854368932039,0.720116618075803,0.573033707865166,0.525454545454545,0.218864468864469,0.361038961038961,0.277161862527716,0.215039577836412,0.441926345609066,0.351010101010101,0.479787234042553,0.361366770110463
1995-01-01,0.354988399071926,0.387312186978297,0.622784810126582,0.384436701509872,0.412761714855433,0.406844106463878,0.423300970873786,0.965014577259478,0.713483146067413,0.512727272727273,0.33058608058608,0.454545454545454,0.359940872135994,0.300791556728232,0.578847969782815,0.467171717171717,0.577659574468085,0.485482183020725
1995-02-01,0.521461716937355,0.62771285475793,0.820253164556962,0.635307781649245,0.590229312063808,0.749049429657794,0.666019417475728,1,0.668539325842695,0.58909090909091,0.815018315018314,0.672727272727273,0.527716186252772,0.535620052770448,0.757318224740322,0.686868686868686,0.742553191489362,0.6826756377588
1995-03-01,0.677494199535963,0.780884808013356,0.851898734177215,0.742160278745644,0.668993020937189,0.794676806083651,0.757281553398058,0.956268221574346,0.578651685393259,0.674545454545456,0.887362637362637,0.815584415584415,0.65779748706578,0.671503957783641,0.838526912181304,0.770202020202019,0.838297872340426,0.762478239113198
1995-04-01,0.703596287703016,0.729966611018364,0.724050632911392,0.641114982578397,0.635094715852443,0.70722433460076,0.599999999999999,0.760932944606415,0.758426966292135,0.745454545454547,0.665750915750915,0.802597402597403,0.686991869918699,0.635883905013192,0.746931067044382,0.717171717171716,0.829787234042552,0.711233890150372
1995-05-01,0.66415313225058,0.61686143572621,0.553164556962025,0.534262485481998,0.506480558325024,0.623574144486692,0.45631067961165,0.644314868804664,0.702247191011236,0.741818181818184,0.522893772893772,0.690909090909092,0.650036954915004,0.514511873350924,0.695939565627951,0.603535353535354,0.795744680851064,0.618632854503613
1995-06-01,0.604988399071926,0.503756260434057,0.453164556962025,0.426248548199767,0.39581256231306,0.566539923954373,0.378640776699028,0.606413994169097,0.679775280898876,0.727272727272727,0.406593406593406,0.607792207792208,0.586474501108648,0.420844327176781,0.648725212464589,0.512626262626263,0.748936170212766,0.545565006938212
1995-07-01,0.533062645011601,0.385642737896494,0.368354430379746,0.343786295005807,0.312063808574278,0.46768060836502,0.299029126213592,0.56851311953353,0.724719101123595,0.696363636363638,0.313186813186813,0.498701298701299,0.498891352549889,0.327176781002639,0.6109537299339,0.404040404040404,0.695744680851064,0.473406504043136
1995-08-01,0.467517401392111,0.301752921535893,0.30253164556962,0.275261324041812,0.266201395812562,0.3574144486692,0.233009708737863,0.527696793002917,0.668539325842695,0.645454545454547,0.269230769230769,0.397402597402598,0.422394678492239,0.232189973614776,0.571293673276676,0.297979797979798,0.641489361702127,0.404550609515189
1995-09-01,0.396171693735499,0.22746243739566,0.260759493670886,0.221835075493612,0.222333000997009,0.384030418250949,0.205825242718446,0.478134110787173,0.634831460674158,0.598181818181819,0.232600732600732,0.340259740259741,0.342572062084257,0.20712401055409,0.523135033050048,0.313131313131314,0.575531914893616,0.362583503439942
1995-10-01,0.345127610208816,0.187813021702838,0.225316455696203,0.265969802555168,0.19840478564307,0.29277566539924,0.196116504854369,0.419825072886298,0.696629213483147,0.556363636363636,0.204212454212453,0.324675324675325,0.291574279379157,0.195250659630607,0.473087818696884,0.303030303030304,0.523404255319149,0.335269227278627
1995-11-01,0.306264501160093,0.174457429048414,0.20126582278481,0.260162601626016,0.17048853439681,0.250950570342206,0.170873786407766,0.38192419825073,0.691011235955054,0.520000000000002,0.192307692307692,0.301298701298702,0.260532150776053,0.187335092348285,0.448536355051936,0.30050505050505,0.484042553191489,0.311879780908889
1995-12-01,0.276102088167053,0.158597662771286,0.175949367088608,0.255516840882694,0.147557328015952,0.216730038022814,0.149514563106795,0.335276967930027,0.51685393258427,0.481818181818182,0.18040293040293,0.280519480519482,0.236511456023651,0.171503957783642,0.412653446647781,0.287878787878788,0.445744680851063,0.278184218264413
